location,season,PAR_total,PAR_mean,PAR_std,UVA_total,UVA_mean,UVA_std,UVB_total,UVB_mean,UVB_std,UV_idx_mean,UV_idx_median,UV_idx_std,gwet_top_mean,gwet_top_median,gwet_top_std,gwet_top_95p,gwet_top_5p,gwet_root_mean,gwet_root_median,gwet_root_std,gwet_root_95p,gwet_root_5p,gwet_prof_mean,gwet_prof_median,gwet_prof_std,gwet_prof_95p,gwet_prof_5p,PAR_x_gwet_root_mean,PAR_x_gwet_root_std,UVB_div_gwet_top_mean,UVB_div_gwet_top_std,max_consecutive_dry_days,gwet_gradient_mean,gwet_gradient_std,UVA_UVB_ratio_mean,UVA_UVB_ratio_median,UVA_UVB_ratio_std,PAR_fraction_mean,PAR_fraction_median,PAR_fraction_std,dry_days_pct,high_UV_days_pct,C3_PAR_active_days_pct,C4_PAR_active_days_pct,temp_max_mean,temp_max_median,temp_max_std,temp_max_95p,temp_max_above_30_pct,temp_max_above_35_pct,temp_min_mean,temp_min_median,temp_min_std,temp_min_5p,temp_min_below_10_pct,temp_min_below_5_pct,temp_range_mean,temp_range_median,temp_range_std,temp_range_above_10_pct,temp_range_above_15_pct,temp_range_above_20_pct,gdd_total,gdd_mean_daily,rh_max_mean,rh_max_std,rh_min_mean,rh_min_std,rh_range_mean,rh_range_std,high_humidity_pct,low_humidity_pct,vpd_upper_mean,vpd_lower_mean,vpd_middle_mean,vpd_stressed_pct,vpd_recovery_risk_pct,total_rainfall,rainfall_mean,rainy_days_pct,heavy_rain_days_pct,max_consecutive_no_rain_days,rain_intensity_index,thi_mean,thi_std,thi_95p,thi_5p,thi_mild_pct,thi_moderate_pct,wind_speed_mean,wind_speed_std,calm_days_pct,S_SE_pct,N_NW_pct,W_NW_pct,S_SW_pct,N_NE_pct
Bogura,2021S1,508.03,5.291979166666667,1.735873279265127,58.64,0.6108333333333333,0.2277379226292994,1.26,0.013125,0.0056777497395766,0.7565624999999999,0.745,0.3160407306361835,0.7694791666666667,0.77,0.0881908193296507,0.91,0.6275,0.7679166666666667,0.755,0.1146520288494636,0.96,0.61,0.7434375000000001,0.73,0.10864551847274,0.93,0.59,4.165723958333333,1.786170728784716,0.0167981405151839,0.0062985791844304,0,0.0015625,0.0296054093563641,47.07142857142857,44.5,11.987162445385623,0.8961143407720183,0.8956616605928368,0.0088367443601216,0.0,0.0,0.8229166666666666,0.6770833333333334,27.183567374785515,26.8,4.028706613516872,33.0,0.2291666666666666,0.0104166666666666,16.14577251335351,15.7,4.2076202837053405,10.65,0.0104166666666666,0.0,11.037794861432006,12.15,3.1030161228875732,0.6875,0.0208333333333333,0.0,1119.8083146306733,11.664669944069514,92.91255158075155,4.650571594461822,50.66634499018125,15.777593235259532,42.24620659057031,13.88163223059662,0.96875,0.0208333333333333,1.8707382452154944,0.1379681207958608,1.0043531830056778,0.6979166666666666,0.0,48.0,0.5,0.0208333333333333,0.0104166666666666,93,24.0,68.88942412073813,5.842099727661615,79.9013125,59.6635,0.2395833333333333,0.0520833333333333,1.8437307564958945,1.1325498644338043,0.677,0.1354166666666666,0.8645833333333334,0.0,0.0,0.0
Bogura,2021S2,689.25,7.658333333333333,1.5594123424971948,79.65,0.885,0.207917712763725,1.95,0.0216666666666666,0.0076804143146671,1.2521111111111112,1.215,0.3979766083252035,0.4251111111111111,0.42,0.0899968094870738,0.58,0.29,0.4632222222222222,0.44,0.0589768146746122,0.57,0.4,0.4593333333333333,0.44,0.0555220373294557,0.56,0.4,3.488213333333333,0.5391338392961041,0.0555169983146368,0.0267198850095258,4,-0.0381111111111111,0.0378612025914775,43.54074074074074,40.91666666666667,9.78305757036945,0.8948012467745987,0.8940436770734785,0.0041715581378922,0.0666666666666666,0.0333333333333333,1.0,1.0,31.41816056576031,31.9,3.9968794781682098,36.555,0.6666666666666666,0.1888888888888888,19.289380341880342,20.4,4.723055099210171,10.67,0.0333333333333333,0.0,12.128780223879966,12.85,2.3163819144200364,0.8111111111111111,0.0777777777777777,0.0,1381.8393408438294,15.353770453820326,84.92403782151857,8.366929788144246,37.472880856083584,12.691643793968078,47.45115696543498,11.7969390534078,0.5777777777777777,0.3333333333333333,2.977061268899341,0.3678609569961588,1.6724611129477498,0.9111111111111112,0.0666666666666666,20.0,0.2222222222222222,0.0444444444444444,0.0,139,5.0,73.27580782573857,5.9468642716340785,81.15870000000001,61.287924999999994,0.5333333333333333,0.0888888888888888,2.8656869369369367,1.528860422942162,0.333,0.0333333333333333,0.5222222222222223,0.4444444444444444,0.0,0.0
Bogura,2021S3,771.49,7.953505154639175,2.045928396248833,97.7,1.0072164948453608,0.2620104254765814,2.75,0.0283505154639175,0.0085000505355279,1.6591752577319587,1.69,0.4706924644054862,0.7605154639175258,0.83,0.1577535732164028,0.92,0.404,0.7594845360824742,0.82,0.1764367871577322,0.97,0.42,0.7338144329896908,0.79,0.1669670832016066,0.932,0.42,5.94680206185567,1.9857600998515337,0.0397835922202023,0.0165422305872454,0,0.0010309278350515,0.0449417339470989,36.39347079037801,36.00000000000001,5.338928573622433,0.8846631696757836,0.884678747940692,0.0068445137557472,0.0,0.2268041237113402,0.9690721649484536,0.9175257731958762,33.19278350515464,33.5,2.225573307350658,36.13999999999999,0.9175257731958762,0.1958762886597938,25.7319587628866,26.0,1.8857219214265024,21.8,0.0,0.0,7.460824742268041,7.299999999999997,2.2865347098571327,0.1134020618556701,0.0,0.0,1887.85,19.462371134020614,91.8659793814433,4.647196435261139,64.29896907216495,12.58733237926594,27.567010309278352,10.178518245647348,0.9484536082474226,0.0,1.8823341621087384,0.2707615720315802,1.0765478670701594,0.7010309278350515,0.0103092783505154,963.0,9.927835051546392,0.5773195876288659,0.1958762886597938,8,17.196428571428573,81.67744329896907,2.4889246220195687,84.7064,76.91040000000001,0.2164948453608247,0.7835051546391752,3.9804123711340207,2.0710624877532533,0.134,0.0,0.0,0.3505154639175257,0.6494845360824743,0.0
Bogura,2021S4,618.66,7.544634146341463,1.7339943149421604,81.01,0.9879268292682928,0.2189579011617995,2.26,0.027560975609756,0.0069497269881107,1.6302439024390245,1.68,0.3849706598079624,0.9214634146341464,0.92,0.0161873255723105,0.94,0.8905,0.9709756097560976,0.97,0.0157613181827592,0.99,0.9405,0.9423170731707315,0.945,0.0177290151027375,0.9695,0.91,7.319278048780488,1.6598892397991751,0.0299378415677752,0.0076060191833077,0,-0.0495121951219511,0.0058589256640416,36.46849593495935,36.0,4.994864307663654,0.8810240077211777,0.8808041309470096,0.0045963217145668,0.0,0.1463414634146341,0.975609756097561,0.9390243902439024,33.36479141375124,33.55,1.8657921877738937,36.0,0.9390243902439024,0.1707317073170731,26.369609201773837,26.5,0.8145217543380644,25.0,0.0,0.0,6.995182211977406,7.1,1.802228438464224,0.0365853658536585,0.0,0.0,1629.1104252365285,19.86720030776254,92.99546900607346,3.389617760648307,65.51029055098088,9.515368517885396,27.48517845509257,8.558966565577611,0.9634146341463414,0.0,1.818585201837005,0.2414087266283975,1.0299969642327012,0.7317073170731707,0.0,671.5,8.189024390243903,0.524390243902439,0.1585365853658536,5,15.616279069767442,82.50654341718436,1.325026928598791,84.45255,80.08385,0.0365853658536585,0.9634146341463414,3.4503560599353724,2.300725705482561,0.232,0.0,0.0,0.0,1.0,0.0
Bogura,2022S1,554.9399999999999,5.780625,1.247178552615969,65.33,0.6805208333333334,0.146361986664403,1.29,0.0134375,0.0047745211939606,0.8322916666666668,0.8,0.2223202013534187,0.78125,0.78,0.0751174518933341,0.91,0.6775,0.7781250000000001,0.77,0.1040881458441026,0.9625,0.65,0.7530208333333334,0.74,0.0996955343102362,0.9325,0.63,4.579983333333334,1.4591682414932343,0.0169667831303333,0.0049607250919223,0,0.0031249999999999,0.0303076332229843,53.619791666666664,54.5,11.962385079834442,0.8925931512166586,0.8929501489625267,0.0040814048273358,0.0,0.0,0.9479166666666666,0.90625,27.667708333333337,27.5,3.217861165814358,32.4,0.3020833333333333,0.0,16.148958333333333,15.5,3.600672299553506,11.475,0.0104166666666666,0.0104166666666666,11.51875,11.7,2.410560646733234,0.7708333333333334,0.0208333333333333,0.0104166666666666,1143.2,11.908333333333331,90.96875,5.314237332021656,48.625,9.76486720744053,42.34375,9.496623361129888,0.8541666666666666,0.0,1.9599066932638551,0.172245013321759,1.066075853292807,0.7708333333333334,0.0,24.0,0.25,0.0520833333333333,0.0,45,4.8,69.11969791666667,4.722403367810855,77.68712500000001,63.152375,0.3541666666666667,0.0,1.8979166666666665,1.5148374355488945,0.656,0.0,0.4375,0.0,0.09375,0.46875
Bogura,2022S2,659.16,7.324,1.75868298527524,76.76,0.8528888888888889,0.2207710922110386,1.84,0.0204444444444444,0.0073302683414424,1.165,1.2,0.3665976271400555,0.5184444444444445,0.485,0.102572650176812,0.6755,0.4,0.5238888888888888,0.505,0.0752179521430506,0.64,0.44,0.5162222222222222,0.5,0.0692427382762625,0.62,0.4345,3.7812377777777777,0.8876593629451671,0.0424765053593016,0.019278173516994,0,-0.0054444444444444,0.0324699034755319,43.98501872659176,42.0,9.995094770719062,0.8937987088631235,0.8925604583005282,0.0043847717600718,0.0,0.0111111111111111,0.9666666666666668,0.9444444444444444,30.449679012345676,32.3,4.736925981628714,36.0,0.6111111111111112,0.0888888888888888,19.07,19.25,5.497179051849223,10.2,0.0333333333333333,0.0,11.379679012345678,11.45,2.868017117694596,0.6444444444444445,0.0777777777777777,0.0,1328.3855555555556,14.75983950617284,88.80508351488744,5.231701692016313,47.567320962702354,15.705921185540248,41.23776255218508,13.861207147278884,0.8333333333333334,0.1555555555555555,2.336408269912679,0.2609228207979578,1.2986655453553184,0.8666666666666667,0.0111111111111111,144.0,1.6,0.0888888888888888,0.0333333333333333,53,18.0,73.3534010677559,7.678432743762333,83.42280000000001,61.1597375,0.2333333333333333,0.3222222222222222,3.1228840443819346,2.4022525572551925,0.333,0.0,1.0,0.0,0.0,0.0
Bogura,2022S3,782.21,8.064020618556702,2.1424385735038274,98.5,1.0154639175257731,0.2908608652866977,2.77,0.0285567010309278,0.0092409517368849,1.6591752577319587,1.58,0.5431844186966122,0.7558762886597938,0.8,0.1343871318346705,0.89,0.4679999999999999,0.7509278350515465,0.78,0.1437016764735394,0.92,0.478,0.7252577319587629,0.76,0.1354475050796522,0.89,0.47,6.062855670103093,2.08363324137836,0.0392201057647002,0.0147238914226265,0,0.0049484536082474,0.0331387144986861,36.29295532646048,35.25,5.393948531308041,0.8856084990043053,0.8856304985337244,0.0076346748882588,0.0,0.268041237113402,0.979381443298969,0.9381443298969072,33.64366889962175,34.0,1.971905334982165,36.29257142857143,0.9484536082474226,0.2061855670103092,25.707664721717812,26.2,2.2837450333415807,21.971542013081052,0.0,0.0,7.936004177903942,7.899999999999999,2.4943018284589447,0.1546391752577319,0.0206185567010309,0.0,1908.539680634969,19.675666810669785,91.17525773195877,3.6286197711111807,64.6082474226804,9.714204270284364,26.567010309278352,8.211916159478815,0.9175257731958762,0.0,1.884634249641412,0.2939244897126838,1.089279369677048,0.7319587628865979,0.0,869.0,8.958762886597938,0.422680412371134,0.1443298969072164,12,21.195121951219512,81.99533454990434,2.499515506849221,84.929,77.22800000000001,0.1649484536082474,0.8350515463917526,2.6608247422680416,1.4094588723034014,0.34,0.0,0.4123711340206185,0.0,0.5876288659793815,0.0
Bogura,2022S4,641.72,7.825853658536586,1.8278915541889615,84.17,1.0264634146341465,0.225412499523169,2.38,0.0290243902439024,0.0071336026424692,1.693780487804878,1.68,0.4059454449872939,0.8658536585365854,0.87,0.0397508046199236,0.92,0.8,0.8908536585365854,0.895,0.0603324374705779,0.9695,0.8,0.8590243902439024,0.86,0.0607079581924415,0.9395,0.77,6.945784146341463,1.5888480960163227,0.0337664761223075,0.0091078726293113,0,-0.0249999999999999,0.0230538821347182,35.767276422764226,35.333333333333336,4.603178842225371,0.8804373233546489,0.8806786725178015,0.0048832175599391,0.0,0.2317073170731707,0.9634146341463414,0.9634146341463414,33.28966400336417,33.5,1.650454447443138,35.394999999999996,0.9634146341463414,0.0853658536585365,26.28240548780488,26.5,1.320530631653874,24.0,0.0,0.0,7.007258515559294,6.997599137931031,1.7602458540426047,0.073170731707317,0.0,0.0,1622.454849137931,19.786034745584523,92.44935138689624,4.074571357798983,64.82045731707318,9.407036169541884,27.62889406982305,7.928502929601175,0.9146341463414634,0.0,1.837669365826448,0.2595502936470065,1.0486098297367277,0.7317073170731707,0.0,573.0,6.987804878048781,0.4512195121951219,0.0853658536585365,8,15.486486486486486,82.28893589806837,1.6459767962021266,84.359025,79.22965,0.0975609756097561,0.902439024390244,2.842819778696126,1.762479465165149,0.329,0.0,0.0,0.073170731707317,0.926829268292683,0.0
Cumilla,2021S1,649.22,6.762708333333333,1.5404930715549396,86.12,0.8970833333333333,0.2189540526982371,1.94,0.0202083333333333,0.0061523066562861,1.1914583333333333,1.21,0.32960575865775,0.8255208333333334,0.82,0.0707533862558297,0.9325,0.72,0.8091666666666667,0.8,0.0939615449523079,0.96,0.67,0.8069791666666667,0.8,0.0921911034829472,0.9425,0.67,5.508978125,1.5891203140965573,0.0243513139149414,0.0066399118132043,0,0.0163541666666666,0.0244139645831369,45.80034722222222,46.99999999999999,8.989552734018517,0.8804230039879353,0.8808814348146887,0.009935960153333,0.0,0.0,0.9583333333333334,0.9479166666666666,28.274560283597285,28.1,3.0060365703591705,33.425,0.3229166666666667,0.0,16.40313583056778,15.45,4.529671033476251,10.575,0.0,0.0,11.871424453029505,12.4,3.385700047724141,0.75,0.15625,0.0,1184.5294134799233,12.338848057082537,97.30592971842972,2.499857220624787,48.70807022706552,13.105593593551728,48.5978594913642,13.338812425876997,0.9895833333333334,0.0104166666666666,1.9953543810409888,0.0549417753901628,1.0251480782155755,0.84375,0.0,188.0,1.9583333333333333,0.0625,0.03125,65,31.333333333333332,70.14158225995489,5.527182286209672,80.08531249999999,63.2226875,0.2395833333333333,0.0729166666666666,1.423915638754589,1.010772475527393,0.844,0.1354166666666666,0.8645833333333334,0.0,0.0,0.0
Cumilla,2021S2,782.12,8.690222222222221,1.3774149193960337,99.55,1.106111111111111,0.1839925159960909,2.53,0.0281111111111111,0.0065160897567369,1.6626666666666663,1.67,0.3964188002208513,0.4971111111111111,0.49,0.104249532582623,0.68,0.37,0.507888888888889,0.5,0.072739251794066,0.6355,0.42,0.512,0.505,0.0718800498958766,0.64,0.4245,4.351663333333334,0.5706144144593301,0.0605592744917276,0.0232051779023497,0,-0.0107777777777777,0.0357025092051744,40.36333333333334,39.5,6.397431503166164,0.8846004344276263,0.8844624645500723,0.0046702141685091,0.0,0.2111111111111111,1.0,1.0,31.74011121855382,32.35558916977483,3.417215234058004,36.0,0.7555555555555555,0.1222222222222222,18.99374342537804,20.3,5.171153205814636,10.635,0.0444444444444444,0.0111111111111111,12.74636779317578,13.299999999999995,3.6910837937510186,0.7111111111111111,0.2888888888888888,0.0111111111111111,1383.023458976934,15.366927321965932,95.26160667709964,3.1059178139189303,42.904502219687295,13.148644217443003,52.35710445741234,13.26939659718889,0.9888888888888888,0.1888888888888888,2.7272482711046626,0.1152940539304102,1.4212711625175365,0.9111111111111112,0.0,4.0,0.0444444444444444,0.0222222222222222,0.0,145,2.0,74.3113954761248,6.099202200672314,81.53825,62.5005875,0.4666666666666667,0.2,2.595731244881245,2.151521723643304,0.5,0.0333333333333333,0.5222222222222223,0.4444444444444444,0.0,0.0
